No,Comment,Class
783,like if ur watchin in 90000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                              1﻿,1
784,"Rap from Belarus, check my channel:)﻿",1
785,share your thoughts﻿,1
786,I love it and my mom to﻿,0
787,"Check out Melbourne shuffle, everybody!﻿",1
788,I am so awesome and smart!!! Sucscribe to me!﻿,1
789,Subscribe to me and I'll subscribe back!!!﻿,1
790,"Enough with the whole ""how does this have two billion views if there's only  7 million on the planet"" we get it. You're joking. It's not funny anymore.﻿",0
791,"no where near one of eminems actual best songs, real fans know what im talking about: Untitled, cold wind blows, welcome 2 hell, elevator, business, wtp, almost famous, 25 to life, rock bottom, no apologies, same song and dance, without me, way i am, toy soldiers, mosh and insane &lt; songs off the top of my head that&#39;s better﻿",0
792,"How did THIS Video in all of YouTube get this many views and likes? Why  Gangnam style? I don't have a problem with it, i just don't understand the  phenomena behind it, it's just like any other random music video out  there. ﻿",0
793,"Why there are so many dislikes. This song is so... awesome. It sounds like we MUST STOP BE RACISTS!!! If I could, I would like it 1,000,000,000 times!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿",0
794,Party rock﻿,0
795,I LOVE YOUR SONGS﻿,0
796,OMG I LOVE YOU KATY PARRY YOUR SONGS ROCK!!!!!!!!!!!!!!!!! THATS A TOTAL  SUBSCRIBE﻿,0
797,"i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  LMFAO!!! https://plus.google.com/111982027348137311818/posts/g2JVinPueMo﻿",1
798,Yo like what up this song is fricking beast anywon herd the see mee rollin or I woke up in a new Buggti check out nuketown rap I was shooting in it see my nice quick scoping things training for faze adoult freind sang I was at my freinds house doing it we just had the rap going and we were doing fun things ﻿,1
799,Way was their a guy warring a robot head.﻿,0
800,If interested in making extra money by internet use the next link www.swagbucks.com/refer/Nonturtle02﻿,1
801,"Don&#39;t love someone soo much, love the way u lie..﻿",0
802,my son love so much﻿,0
803,Check out this video on YouTube:﻿,1
804,"Shakira you are so beautiful. You are lovely, lively.. We love you.﻿",0
805,Check out this video on YouTube:﻿,1
806,We need to get this to 1 Billion Views!!﻿,0
807,Check out this video on YouTube:hjalp﻿,1
808,I lovet﻿,0
809,good party﻿,0
810,Likeeee﻿,0
811,Just gonna stand there and hear me cry ..﻿,0
812,Check out this video on YouTube:﻿,1
813,Ching Ching ling long ding ring yaaaaaa Ganga sty FUCK YOU.﻿,0
814,"I like so much this music,  good ﻿",0
815,"hey guys i really want to go to a katy perry concert so im in this contest  where i need a lot of likes and im loosing :( so please if you could like  this picture it would be very nice, thank you i really want to go to her  concert :) https://www.facebook.com/exagdl/photos/a.936868579660284.1073741943.111719098841907/937732262907249/?type=1&amp;theater ﻿",1
816,You know a song sucks dick when you need to use google translate to know  what the fuck its saying!﻿,0
817,YOUTUBE MONEY !!!!!!!!!!!!!!!!!!!!!!!﻿,0
818,I  love you Eminem﻿,0
819,2015 LIKEEE﻿,0
820,CUTE  :)﻿,0
821,Please check out my vidios guys﻿,1
822,I like this song very much﻿,0
823,plese subscribe to me﻿,1
824,http://ubuntuone.com/40beUutVu2ZKxK4uTgPZ8K﻿,1
825,she is beautiful but it is not American!﻿,0
826,I love song ﻿,0
827,"Getting too 1billion views, holy moly.!!!﻿",0
828,"Please help me give my son a grave.  http://www.gofundme.com/BishopsGraveMarker Or please just share it on your  fb page, I do not have one anymore.﻿",1
829,Lol this youtuber (officialpsy) is getting so much money lol﻿,0
830,please look up DHG SONGS this is my playlist with a bunch of amazing songs ﻿,1
831,Eminem best rapper all the time﻿,0
832,I still to this day wonder why this video is so popular ?? illuminati  confirmed ??﻿,0
833,Song name??﻿,0
834,The first comment is chuck norrus ovbiously :D﻿,0
835,how is this shit still relevant ﻿,0
836,Omg! This guy sounds like an american professor green﻿,0
837,still.. this reminds me of 1 years back when i was do shuffle everyday﻿,0
838,it is wonderful﻿,0
839,Im just to check how much views it has﻿,0
840,i like the lyrics but not to music video﻿,0
841,Super awesome video<br />﻿,0
842,BEAUTIFUL,0
843,Check out this video on YouTube:﻿,1
844,Mix - PSY - GANGNAM STYLE (강남스타일) M/V: PSY - GANGNAM STYLE (강남스타일) M/V﻿,0
845,"Hey Guys, I know you tend to skip these comments, but Take a look first.  I am Free Fire, A Big Room, Progressive House, Deep House, Dubstep &amp;  Chillstep Producer from a small town in Missouri. Down here, I have no  support from the community, and all I really ask is some critiquing,  Support, and Views.   My Music has gotten much better then what it was 10 months ago, and I  promise my new content should be more then satisfying. Soon I should be  able to advertise and I wont pester you guys anymore.  So gimme a chance and check out my music, thanks and god bless.﻿",1
846,5 years soon!﻿,0
847,"super nice, love musique﻿",0
848,Hey plz check out my music video. Thanks!! :-)﻿,1
849,Very good! Like! :D﻿,0
850,Hi guys my name is Dylan and I do IRL football videos I have 1030  subscribers and I think you guys would like my content so come check it out  and if you do subscribe!﻿,1
851,Pleas subscribe GamezZ MTA my channel<br />﻿,1
852,Check out this video on YouTube:Qq﻿,1
853,check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :)﻿,1
854,+447935454150 lovely girl talk to me xxx﻿,1
855,This song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys YOU LIERS NOW STOP TREATING US GIRLS THIS WAY YOU ALL SUCK!﻿,0
856,CHECK MY CHANNEL FOR MY NEW SONG 'STATIC'!! YOU'LL LOVE IT!!﻿,1
857,Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿,0
858,Free itunes $25 giftcard codes: http://shhort.com/a?r=OOCnjqU2b﻿,1
859,"Its funny that Mahogany is there lmao, I actually didn&#39;t know that her brother and uncle are part of LMFAO﻿",0
860,Dance :)﻿,0
861,Check out this playlist on YouTube:pl﻿,1
862,▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ ＤＡＭＮ ＴＨＩＳ ＣＯＭＭＥＮＴ ＩＳ ＦＡＮＣY ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬﻿,0
863,The great mother of the jungle. Sweet and natural. I like her videos.﻿,0
864,Check out this video on YouTube:﻿,1
865,This song means so much to me thank you  soooooooooooooooooooooooooooooooooooooooo much:-) Xxx﻿,0
866,prehistoric song..has been﻿,0
867,Check out this video on YouTube:﻿,1
868,go here to check the views :3﻿,0
869,you cant stop the shuffle﻿,0
870,"I fuckin love this song!<br /><br /><br />After, I&#39;m sexy and I know it ﻿",0
871,https://www.indiegogo.com/projects/help-stop-my-poverty-cyber-pan-handleing/x/8692160#home ﻿,1
872,LOVE IT!!!!!!!﻿,0
873,https://www.facebook.com/FUDAIRYQUEEN?pnref=story﻿,1
874,Check out this video on YouTube:﻿,1
875,"if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.﻿",1
876,"great song, but we all know that Katy buys her views..﻿",0
877,Great video by a great artist in Katy Perry! Admire her creativity! Check  out our channel for no nonsense mobile tech reviews and comparisons as well  as an iPhone 6 and 6 Plus review and comparison!﻿,1
878,Check out this playlist on YouTube:י<br /><br /><br /><br />⛺🏤⛺⛺﻿,1
879,sorry to all my haters<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />for party rock en﻿,0
880,And i´m Shufflin still today :D﻿,0
881,give it a like﻿,1
882,"Hey, join me on tsū, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhofer﻿",1
883,omg﻿,0
884,With the korean girl more slut and bitch : Hyuna :'33﻿,0
885,this song is better then monster by eminem﻿,0
886,This video deserves <b>1B</b> views!!!﻿,0
887,"We get it, you came here for the views... ﻿",0
888,https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ﻿,1
889,"It's so hard, sad :( iThat little child Actor HWANG MINOO dancing very  active child is suffering from brain tumor, only 6 month left for him .Hard  to believe .. Keep praying everyone for our future superstar.  #StrongLittlePsY #Fighting  SHARE EVERYONE PRAYING FOR HIM http://ygunited.com/2014/11/08/little-psy-from-the-has-brain-tumor-6-months-left-to-live/ ﻿",1
890,Very nice,0
891,She's an old Whore!﻿,0
892,Check out this video on YouTube:﻿,1
893,Still watching this 2 years later? ﻿,0
894,"This is fucking shit. From the first notes, that becomes clear. Complete  and utter shit. May God come and cleanse the earth of the complete and  utter idiocy which is humankind.﻿",0
895,Check out this playlist on YouTube:﻿,1
896,Check my channel please! And listen to the best music ever :P﻿,1
897,I like this song<br />﻿,0
898,"I love this-the talents of eminem and Skylar,works well together﻿",0
899,hey again if you guys wouldnt mind chacking out my rap give it like and il  giver 3 of your vids a like﻿,1
900,check men out i put allot of effort into my music but unfortunatly not many  watch it﻿,1
901,Why so many disliked??????!!!!!!😯﻿,0
902,"Check my channel, please!﻿",1
903,is that Megan fox﻿,0
904,SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
905,Cutie girl and beautiful song,0
906,I like it<br />﻿,0
907,waka waka﻿,0
908,"WE GO FOR 1,000,000,000 FOR EMINEM﻿",0
909,Fantastic!!!﻿,0
910,"I wanted to know the name of the guy that dances at 00:58, anybody knows ?﻿",0
911,For latest movies 2014 please visit this site  http://www.networkedblogs.com/p/11cPWb?ref=panorama﻿,1
912,Nicee!!sabrosura viva https://soundcloud.com/yerki-elinmigrante/yerki-myb-move-your-body﻿,1
913,"The girl in the train who was dancing, her outfit was so fucking sexy, but  the huge turn-off was she lacked eyebrows D:﻿",0
914,Youtube comments be like<br />This is so 5 years ago. ﻿,0
915,SEE SOME MORE SONG OPEN GOOGLE AND TYPE Shakira GuruOfMovie﻿,1
916,"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿",0
917,"Ahhh, 2 years ago....﻿",0
918,Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿,0
919,OPPA GANGNAM STYLE!!!﻿,0
920,LMFAO!!!!!!!!﻿,0
921,Check out this video on YouTube:﻿,1
922,Love the way you lie II is nicer in my opinion. :D﻿,0
923,Why does a song like this have more views than Michael Jackson SMH﻿,0
924,Me and my aunt love this song!!!!!﻿,0
925,music yeah﻿,0
926,I learned the shuffle because of them﻿,0
927,Fuck you Eminem﻿,0
928,:)﻿,0
929,Check out this video on YouTube:..🌈🌈🌈﻿,1
930,Please check out my acoustic cover channel :) thanks ﻿,1
931,Sick Music for sick females﻿,0
932,Thumbs up if shrek is gay 👍﻿,1
933,5 years... ﻿,0
934,song is bad﻿,0
935,http://hackfbaccountlive.com/?ref=4436607  psy news offıcal ﻿,1
936,"Aye homies check out our remix to 50 Cent Your Life Is On The Line we just started our youtube channel and we are all ways working hard, give us some feed back on our latest song on what you guys think if you like show support.﻿",1
937,"http://www.bing.com/explore/rewards?PUBL=REFERAFRIEND&amp;CREA=RAW&amp;rrid=_0f9fa8aa-243a-5c2f-c349-ede05ea397ca Bing rewards, earn free money. AND NO U CANT GET UR VIRUS IN BLUE!﻿",1
938,How can this song have 629 million views while there are only 7 million  people in the world?﻿,0
939,Eminem is the greatest artist to ever touch the mic.﻿,0
940,likeeeeeeeee﻿,0
941,Almost 1 billion﻿,0
942,Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿,1
943,https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl﻿,1
944,http://thepiratebay.se/torrent/10626048/The.Expendables.3.2014.DVDScr.LEAKED.CLEAN.XviD.MP3-RARBG ﻿,1
945,This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿,0
946,Good song:-)﻿,0
947,I love this song so much﻿,0
948,Lol thats the guy from animal planet and lost. And the girl is megan fox i think hahah ﻿,0
949,Check out this video on YouTube:﻿,1
950,https://binbox.io/DNCkM#qT4Q1JB1﻿,1
951,❤️ ❤️ ❤️ ❤️ ❤️❤️❤️❤️﻿,0
952,Katy has the voice of gold. this video really brings the lyrics to life. I  am a rapper with 25000 subscribers.. thumbs up if you hate when you take a  shit and the water splashes your nuts﻿,1
953,https://www.tsu.co/Aseris get money here !﻿,1
954,Cool﻿,0
955,2 billion for this shit?﻿,0
956,This looks so fun and it's a good song﻿,0
957,Check out this video on YouTube:﻿,1
958,"Dance dance,,,,,Psy  http://www.reverbnation.com/msmarilynmiles﻿",1
959,I remember that torunament like it was today.﻿,0
960,"Check out our vids, our songs are awesome! And that I guarantee :)﻿",1
961,I felt old when I realized that this song was 5 years old...﻿,0
962,Hey guys! Check this out: Kollektivet - Don't be slappin' my penis!  I  think that they deserve much more credit than they receive.﻿,1
963,https://www.indiegogo.com/projects/cleaning-the-pan--2    please halp me  with my project﻿,1
964,sub my channel for no reason -_-﻿,1
965,Best. Song. EVER 🙌﻿,0
966,Come check out our parody of this!﻿,1
967,I heard this when I was only 6 years old and I still love it﻿,0
968,Eminem et Rihana trop belle chanson﻿,0
969,It looks so real and my daughter is a big fan and she likes a lot of your  songs.﻿,0
970,watch this with sound off!﻿,0
971,Gooooood﻿,0
972,so many comments.﻿,0
973,Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO﻿,0
974,is that megan fox?﻿,0
975,GANGMAN STY- *D-D-D-D-D-D--DROP THE BASS!!*﻿,0
976,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.﻿",0
977,Waka waka !!!﻿,0
978,"You are all sheep, period. This is terrible music.﻿",0
979,Check out this playlist on YouTube:﻿,1
980,I love katty perry﻿,0
981,why I dont see any comments but mine?:/﻿,0
982,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿,1
983,"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿",0
984,2008-2010 were the years for pop﻿,0
985,ROAAAAARRRRRR 🐯🐯🐯﻿,0
986,lol so funny love it﻿,0
987,This is so stupid. If you Roared at a Lion in real life you'd dede﻿,0
988,Eminem is my insperasen and fav﻿,0
989,Please subscribe every sub gets a shout out tell me what type of videos u  want and I will try make it happen﻿,1
990,Hello. İ am from Azerbaijan<br />﻿,0
991,Katy Perry is lion﻿,0
992,Rihanna and Eminem together are unstoppable.﻿,0
993,Check out my music niggas﻿,1
994,"Just coming to check if people are still viewing this video. And  apparently, they still do.﻿",0
995,charlieee :DDDD (Those who saw Lost only will understand)﻿,0
996,best song ever (y)﻿,0
997,Cool﻿,0
998,EVERYBODY PLEASE VOTE KATY AT EMA 2014 !!!!!  Best song  Best female Best pop Best live Best look  Best video  PLEASE VOTE KATY !!!!! PLEASE PLEASE PLEASE !!!!! VOTE VOTE VOTE !!!!! KATY KATY KATY !!!!!﻿,1
999,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0
1000,OMG that looks just like a piece of the mirror of harry potter and the deathly hallows.<br />Either that house. (sirius black)﻿,0
1001,She's awesome XD﻿,0
1002,What free gift cards? Go here  http://www.swagbucks.com/p/register?rb=13017194﻿,1
1003,Love it﻿,0
1004,"To everyone joking about how he hacked to get 2 billion views because  there's a certain amount of people or whatever,  He actually did buy views.﻿",0
1005,In the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿,0
1006,http://shhort.com/a?r=HuPwEH5ab﻿,1
1007,Please subscribe to me﻿,1
1008,Fire..﻿,0
1009,i remember this song!,0
1010,Check out this video on YouTube:﻿,1
1011,"Almost 1 billion views, nice.﻿",0
1012,"Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !﻿",1
1013,Shakira is my favourite singer. Wooooo﻿,0
1014,YAY IM THE 11TH COMMENTER!!!!!                                    IF YOUR  CRAZY PLEASE DONATE BITCOINS TO ME AT: 1FHeNqx1twqM153v2PTAyieJNEALAhZvEM﻿,1
1015,Check out this video on YouTube:﻿,1
1016,Party in da 🏠 tonight 👐👐👐👐👐👐﻿,0
1017,2015 but Im still listening to this!﻿,0
1018,Check out this video on YouTube:﻿,1
1019,Check out this video on YouTube:﻿,1
1020,subscribe to itz recaps and above diddle﻿,1
1021,If only I had the body like Katy Perry :)). She looks so hot. I love her  ^^!﻿,0
1022,Eminem and Rihanna sing the song very well.﻿,0
1023,nice song﻿,0
1024,"NEW GOAL!   3,000,000!  Let's go for it!﻿",0
1025,Go check out my rapping video called Four Wheels please ❤️﻿,1
1026,Waka waka eh eh﻿,0
1027,"Why the fuck this keeps updated? Comments :""5 minutes ago"" Song: ""2 years and  4 months ago""﻿",0
1028,Check me out I'm all about gaming ﻿,1
1029,Check out pivot animations in my channel﻿,1
1030,if i reach 100 subscribers i will go round in public pouring a bucket of  ice water over people and then running away acting like it wasn't me! like  so people can see!!﻿,1
1031,At least she didn't get rid of her completely useless makeup.﻿,0
1032,Check out this video on YouTube:﻿,1
1033,Can you check my videos please? Don't hate me :( Give me one oportunity﻿,1
1034,Oh my god go to 1 billion of replay i love shakira﻿,0
1035,subscribe to my channel yo - DJ Feelz﻿,1
1036,Check out this playlist on YouTube:﻿,1
1037,"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?﻿",0
1038,#1 song in world even in 2015﻿,0
1039,I love roar and Katy Perry. She is my favorite singer and sometimes I just  mute the volume and look at her!﻿,0
1040,Can we reach 3 billion views by December 2014? ﻿,0
1041,she is megan fox?because she is very similar﻿,0
1042,Check out this video on YouTube:﻿,1
1043,"666,002,018 views! 666 million. 666! Katy Perry illuminati confirmed!!!﻿",0
1044,I love this song and expect the World Cup .﻿,0
1045,"they said this video are not deserve 2billion views , while they keep  visiting it to watch the viewer . ﻿",0
1046,What Can i say....This Song He Just Change The World Completely... So good job PSY... (and your girls are awesome :))) )﻿,0
1047,like me﻿,0
1048,Check out my covers I have a video coming out  please subscribe﻿,1
1049,great l subscribe﻿,1
1050,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0
1051,"Nature is beautiful, no need to place tits in video to impress people.﻿",0
1052,"Hello all 29.24% earth population of the world, hope your having a great  day :)﻿",0
1053,I always end up coming back to this song<br />﻿,0
1054,"Haha, I can&#39;t believe how many kids listen to Eminem.  You kids know that he does drugs and ends high in jail. I wonder why he never ended OD. ﻿",0
1055,How are there 2 billion views and theres only 2 million people in the  world!?!?!?!! MULTIPLE ACCOUNTS!!!1111﻿,0
1056,subscribe to me for call of duty vids and give aways Goal-100 subs﻿,1
1057,Wow 23 min ago﻿,0
1058,Looooved ﻿,0
1059,Who is still watching in 2015﻿,0
1060,Take a look at this video on YouTube:﻿,1
1061,"if you want to win money at hopme click here <a href=""https://www.paidverts.com/ref/sihaam01"">https://www.paidverts.com/ref/sihaam01</a> it&#39;s work 100/100﻿",1
1062,I love You Katy ♥﻿,0
1063,"870,000,000 views...566,000 comments...oh my lanta﻿",0
1064,"Look at the pictures, if not difficult http://image2you.ru/48051/1340524/        http://image2you.ru/48051/1340523/          http://image2you.ru/48051/1340522/ http://image2you.ru/48051/1340521/             http://image2you.ru/48051/1340520/       http://image2you.ru/48051/1340519/  http://image2you.ru/48051/1340518/            http://image2you.ru/48051/1340517/          http://image2you.ru/48051/1340504/ http://image2you.ru/48051/1340503/              http://image2you.ru/48051/1340502/            http://image2you.ru/48051/1340500/ http://image2you.ru/48051/1340499/        http://image2you.ru/48051/1340494/             http://image2you.ru/48051/1340493/ http://image2you.ru/48051/1340492/        http://image2you.ru/48051/1340491/           http://image2you.ru/48051/1340490/ http://image2you.ru/48051/1340489/             http://image2you.ru/48051/1340488/﻿",1
1065,WELL THIS DUDES FADED THE FUCK OUT!﻿,0
1066,I #votekatyperry for the 2014 MTV #VMA Best Lyric Video! See who's in the  lead and vote:  http://on.mtv.com/Ut15kX﻿,1
1067,"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>﻿",1
1068,old and good song﻿,0
1069,Hii youtube﻿,0
1070,I    loved        it           so       much          because         you          get         to         stand            fear .﻿,0
1071,Please share and help to my Friend! http://www.gofundme.com/jormis  Thank  you very much!﻿,1
1072,That's Good :)﻿,0
1073,ima rapper trying to get notice please check out my mixtape   datpiff.com/mixtapes-detail.php?id=633807﻿,1
1074,Man she is BEAUTIFUL!﻿,0
1075,"Youtube comments in a nut shell:<br /><br />.First<br />.301 club<br />.Skip to <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m57s"">3:57</a> and close your eyes<br />.Advertisements<br />.like this comment for no reason<br />.Christianity arguements<br />.Other religious arguements<br />.Console wars<br />.#PCMASTERACE<br />.Trolls<br />.&quot;How is there 1 million views on the this video if theres online 10 people on earth/<br />.Complaints<br />.Pewdiepie fangirls<br />.Minecraft scrubs<br />./r/MontageParodies<br /><br /><br />AND ANY OTHER SHIT!!﻿",1
1076,most popular video on youtube  ﻿,0
1077,Check out this playlist on YouTube:hbbhhhgh﻿,1
1078,More views than nikki minaj Anaconda﻿,0
1079,this video has 800+m views<br />and the channel got 3m subscribers﻿,1
1080,"''Little Psy, only 5 months left.. Tumor in the head :( WE WILL MISS U &lt;3﻿",0
1081,"I don&#39;t understand this song, I have had the passion for women feel like im losing my mind but i don&#39;t understand the ideas of loving the the way someone lies.....﻿",0
1082,Whose watching this in 2015. If so hi-5﻿,0
1083,"KATY PERRY, I AM THE ""DÉCIO CABELO"", ""DECIO HAIR"". I AM 60 YEARS OF AGE. I  DON""T HAVE FAMILY. I""M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC: 15 AT  THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS.  COULD YOU HELP ME? PLEASE! PLEASE! I TRUST THAT THE YOU WILL GIVE ME A  CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE: deciocabelo canal. KATY PERRY, I  WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH!!! DECIO HAIR.﻿",1
1084,Its 2015 and still shuffling to this song🎶🎵🎧﻿,0
1085,https://viralangels.com/user/d4aaacwk﻿,1
1086,"Hey, it&#39;s Charlie from Lost﻿",0
1087,"see this<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX﻿",1
1088,Check out this video on YouTube:      <br />﻿,1
1089,Why does this video have so many views? Because asian things are awesome and non-asian countries are jelly so they  try to learn from asia by looking at this video d:﻿,0
1090,"if watching in 2015 subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span> ﻿",1
1091,Eminem is idol for very people in España and Mexico or Latinoamerica﻿,0
1092,Whose who are watching this in 2015.  LIKE!﻿,0
1093,http://www.ermail.pl/dolacz/V3VeYGIN CLICK  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN﻿,1
1094,I lovee it ♥﻿,0
1095,I am now going to voyage to the first comment...      Tell my family I loved them. 😢﻿,0
1096,I remember when everyone was obsessed with Gangnam Style 😗﻿,0
1097,"Shuffling all the way with LMFAO! I like this one, wish I could shuffle like these crazy dudes﻿",0
1098,me segue ha  https://www.facebook.com/marcos.sousa4?fref=ts﻿,1
1099,Who else saw jesses dancing sorry if I spelled it wrong  peace✌﻿,0
1100,BEST SONG EVER X3333333333﻿,0
1101,Who is watching in 2015 like﻿,0
1102,C'mon 3 billion views!!!!!!!!﻿,0
1103,The new Makeup Transformation with Integrated Look-A-Like Feature now  available in Ver 1.13! Do you know who you look like? Install or update  your version of Makeup Transformation  https://play.google.com/store/apps/details?id=com.yourelink.makeuptransformation  or visit Google Play.﻿,1
1104,Check out this video on YouTube:﻿,1
1105,shakira is best for worldcup﻿,0
1106,Never gets old best song ever  ❤﻿,0
1107,"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.﻿",0
1108,I really like this song.﻿,0
1109,"And after the video ends, a 13 ft. boa constrictor squeezes her to death.﻿",0
1110,"I can't comprehend why this video has nearly 700,000,000 views. Some people  found 'Gangnam Style' funny so that explains its high view count but this  is just an awful pop song. I really have no clue on this one.﻿",0
1111,PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿,1
1112,Party Rock<br />﻿,0
1113,Nice﻿,0
1114,HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (That´s not me)﻿,1
1115,OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿,0
1116,"Damn, this was everywhere﻿",0
1117,most viewed video in the world﻿,0
1118,"Im a RAPPER/SONGWRITER, check my video PLEASE..also subscribe for more  thanks :) tell me what you think.﻿",1
1119,eminem is a ginius stop!﻿,0
1120,Party rock! XD﻿,0
1121,Check out this video on YouTube:﻿,1
1122,Nice song .See my new track.﻿,1
1123,5 years ago damn ﻿,0
1124,Check out this video on YouTube:﻿,1
1125,so cute that monkey *-*! ﻿,0
1126,I like the Mmph version better﻿,0
1127,like the songs﻿,0
1128,The TREU DETECTIVE alternate ending! __ http://www.funnyordie.com/videos/d15fb87973/true-defectives﻿,1
1129,I love you﻿,0
1130,"At 500 subscribers i&#39;m sky diving help me reach my goal &lt;3<br />Trust me, i&#39;m a doctor.  :)﻿",1
1131,I remember back when this was so popular everyone on our school was shuffling it was crazy﻿,0
1132,Subscribe to my channel !﻿,1
1133,Subscribe my channel  I RECORDING FIFA 15 GOALS WATCH NOW :D﻿,1
1134,"New way to make money easily and spending 20 minutes daily --&gt; <a href=""https://www.paidverts.com/ref/Marius1533"">https://www.paidverts.com/ref/Marius1533</a>﻿",1
1135,If you pause at 1:39 at the last millisecond you can see that that chick is  about to laugh. Takes a few tries.﻿,0
1136,"She named the tiger Kitty Purry  No, seriously, she did, check the video ﻿",0
1137,Made in china....﻿,0
1138,Suscribe My Channel Please XD lol﻿,1
1139,Like﻿,0
1140,I like shakira..﻿,0
1141,best song in world﻿,0
1142,Also LuckyMusiqLive she probably could help u make it big because I think u  have talent. Just look her name up on the internet. Hit me up when u get  this message﻿,1
1143,Please help me go here http://www.gofundme.com/littlebrother﻿,1
1144,Check out this playlist on YouTube:<br /><br />﻿,1
1145,Suscribe my channel please﻿,1
